Country Name,Country Code,Series Name,Series Code,1996 [YR1996],1998 [YR1998],2000 [YR2000],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Mali,MLI,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.4219024,0.381321,0.397162,0.3945794,0.3186714,0.3088722,0.3011172,0.2801072,0.2615288,0.2619272,0.246402,0.2435471,0.2442496,0.2268074,0.2315082,0.2001131,0.2068148,0.2126011,0.2212777,0.2202831,0.2385149,0.2437513
Malta,MLT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.324026,1.425197,1.586911,1.599426,1.548285,1.318088,1.380162,1.230478,1.268684,1.272665,1.248981,1.253456,1.063937,1.065075,1.042758,1.125497,1.063939,1.080441,1.249405,1.283979,1.024583,0.9510368
Malta,MLT,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,3,3,3,3,4,5,5,6,6,6,7,7,7,7,7,7,7,7,7,7,6,5
Malta,MLT,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,94.14893,96.80851,98.4127,97.8836,99.49749,95.63107,96.60194,92.75362,95.16908,95.19231,92.891,91.94313,84.83412,87.20379,83.88625,90.47619,88.57143,90.47619,93.80952,94.33962,83.96227,82.54717
Malta,MLT,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,68.08511,73.93617,79.89418,82.01058,82.41206,74.27184,75.24272,70.5314,77.29469,75,76.30331,75.82938,68.24644,69.19431,66.82465,73.33334,69.04762,71.42857,78.57143,80.66038,67.45283,62.26415
Malta,MLT,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,100,100,100,100,100,100,100,100,100,100,100,100,98.10426,98.5782,98.10426,98.09524,97.61905,98.09524,98.57143,99.52831,96.69811,95.75471
Malta,MLT,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.4219024,0.381321,0.397162,0.3945794,0.3186714,0.3088722,0.3011172,0.2741809,0.2626058,0.2640872,0.246402,0.2435471,0.2442496,0.2268074,0.2315082,0.2001131,0.2068148,0.2126011,0.2212777,0.2202831,0.2385149,0.2437513
Marshall Islands,MHL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,..,..,1.166212,1.12773,1.067156,1.036491,1.084265,1.00747,1.383553,1.153066,1.061804,1.0264,1.054115,0.9895858,0.9194738,0.2077492,0.8745483,0.7296695,0.755262,0.5895172
Marshall Islands,MHL,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,..,..,..,..,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2
Marshall Islands,MHL,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,..,..,..,..,91.9598,89.32039,84.95145,84.54106,87.43961,83.65385,96.68246,89.57346,84.36019,85.30806,85.78199,82.85714,79.52381,53.33333,78.09524,69.81132,71.22642,64.15094
Marshall Islands,MHL,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,..,..,..,..,52.76382,51.45631,47.57281,44.92754,42.99517,41.34615,61.61137,57.34597,48.81517,43.12796,48.81517,51.90476,47.14286,20.95238,40.95238,41.50943,50.4717,43.86792
Marshall Islands,MHL,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,99.52381,99.52381,90.95238,99.52381,99.0566,96.22642,94.33962
Marshall Islands,MHL,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,..,..,..,..,0.5575971,0.587246,0.6212457,0.6434327,0.6519307,0.662381,0.5583638,0.4849204,0.6064732,0.6356432,0.5989777,0.511646,0.5485966,0.5705906,0.5809537,0.5223909,0.3992306,0.4131434
Martinique,MTQ,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.2668338,0.2765473,0.4877826,0.5481164,0.8531293,1.256973,1.193962,1.107798,1.086767,0.5937815,0.4016676,0.3958711,0.6189699,0.5815817,0.6266679,0.9138978,0.983049,0.9996701,1.001911,0.9761723,0.7732932,0.628841
Martinique,MTQ,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2
Martinique,MTQ,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,56.91489,56.91489,67.72487,67.72487,73.86935,94.17476,90.29126,89.37198,89.37198,67.30769,59.71564,59.71564,67.77251,63.98104,65.87678,77.61905,83.33334,85.2381,84.7619,83.49056,72.64151,66.50944
Martinique,MTQ,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,22.87234,23.93617,30.15873,33.33333,49.74874,67.96117,65.04855,60.86956,63.28502,45.67308,37.44076,36.01896,48.81517,48.81517,49.76303,61.90476,61.42857,64.28571,64.7619,63.20755,56.13208,50.4717
Martinique,MTQ,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,90.42553,91.48936,95.2381,94.70899,98.99497,100,100,100,100,90.86539,85.30806,86.25592,90.04739,87.20379,90.99526,97.14286,97.61905,98.09524,97.61905,97.64151,93.86793,91.03773
Martinique,MTQ,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.6135068,0.5757331,0.5970712,0.520825,0.41368,0.3744562,0.3702046,0.3637845,0.3310883,0.3330689,0.371912,0.3934042,0.3359819,0.301696,0.3247028,0.259939,0.274313,0.2761247,0.2887329,0.2805832,0.3139291,0.3178318
Mauritania,MRT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.3679513,0.3523723,0.3442077,0.3809583,0.0597727,-0.1650079,-0.230491,0.2386422,-0.2783419,-0.6421886,-0.8837178,-1.07617,-1.173679,-1.133992,-1.014761,-0.5895084,-0.6378012,-0.7469677,-0.6269363,-0.6292259,-0.5687606,-0.75134
Mauritania,MRT,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,2,2,2,2,2,3,3,5,5,5,6,6,6,6,6,6,6,6,6,6,5,4
Mauritania,MRT,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,59.04255,59.57447,61.37566,60.31746,44.2211,38.83495,39.32039,53.62319,35.2657,24.51923,19.43128,14.21801,13.74408,15.16588,17.53555,25.71428,23.33333,20.47619,24.76191,24.0566,25.4717,19.81132
Mauritania,MRT,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,31.91489,33.51064,32.27513,31.74603,29.14573,23.30097,24.27184,39.61353,23.6715,15.38461,11.37441,9.00474,5.21327,7.109005,7.582938,15.2381,14.7619,11.42857,13.80952,13.20755,14.15094,11.79245
Mauritania,MRT,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,87.23404,82.97872,82.53968,86.24339,67.33669,58.73787,55.33981,68.11594,48.30918,37.98077,30.33175,25.11848,21.80095,21.80095,25.11848,36.66667,35.71429,31.42857,37.14286,37.26415,41.03773,34.43396
Mauritania,MRT,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.4753152,0.4353236,0.4556421,0.4386366,0.3504379,0.3313479,0.3338709,0.2902184,0.2738506,0.2745106,0.2615881,0.2543235,0.2549746,0.2367679,0.2423417,0.2072911,0.215962,0.2213775,0.2305446,0.2286391,0.2474757,0.2539915
Mauritius,MUS,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.088935,0.9672077,0.7567294,1.118453,1.010154,0.9747341,1.027774,0.7804061,0.8788012,0.8898097,0.7063665,0.6402588,0.9464994,0.9713124,0.9448017,0.6679659,0.9986154,1.013187,0.9711304,0.8687,0.8092755,0.8893682
Mauritius,MUS,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,2,2,2,4,4,4,4,5,5,5,6,6,5,6,6,6,6,6,6,6,5,4
Mauritius,MUS,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,86.17021,81.38298,73.54498,86.77248,82.41206,80.09708,81.5534,70.5314,78.26087,76.92308,71.09005,67.29858,76.30331,79.62085,78.19905,68.09524,84.7619,86.19048,81.42857,78.77358,75,78.30189
Mauritius,MUS,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,57.44681,53.7234,45.50265,68.25397,63.31658,61.65049,63.1068,54.10628,59.42029,58.65385,53.08057,52.1327,62.08531,63.98104,64.45498,58.09524,66.19048,66.66666,65.71429,63.20755,58.96227,60.84906
Mauritius,MUS,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,100,100,95.2381,99.4709,98.49246,99.02913,99.51456,92.75362,96.61835,99.03846,89.09953,86.72986,98.10426,96.20853,95.26067,83.80952,96.66666,96.19048,96.19048,92.92453,92.92453,94.33962
Mauritius,MUS,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.489831,0.4635966,0.4446357,0.3193368,0.305494,0.3224546,0.3273756,0.2805948,0.2754289,0.2784244,0.2615881,0.2543235,0.2835994,0.2367679,0.2423417,0.2072911,0.215962,0.2213775,0.2305446,0.2286391,0.2474757,0.2539915
Mexico,MEX,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.9230071,-0.4209342,-0.1981652,-0.0560149,-0.1165087,-0.2138606,-0.4479379,-0.6380327,-0.7284455,-0.8037661,-0.6854959,-0.7264634,-0.6677686,-0.6624542,-0.7142238,-0.8539188,-0.7986991,-0.6290694,-0.7974465,-0.648208,-0.8369034,-0.8500293
Mexico,MEX,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,4,4,5,6,6,7,7,8,8,8,8,8,9,9,9,9,9,9,10,10,9,8
Mexico,MEX,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,20.74468,30.85106,39.15344,45.50265,40.201,38.34951,33.49514,26.57005,23.6715,19.23077,22.27488,23.22275,26.06635,24.64455,23.22275,17.61905,21.42857,23.80952,17.61905,23.11321,18.86792,17.92453
Mexico,MEX,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,8.510638,15.95745,24.86773,28.04233,28.1407,23.78641,20.87379,17.3913,14.00966,13.46154,14.69194,13.27014,15.63981,17.53555,15.63981,10,10.95238,14.28571,11.42857,13.67924,11.79245,11.32076
Mexico,MEX,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,36.17021,52.12766,59.25926,61.90476,58.29146,53.39806,46.1165,39.61353,33.81643,29.80769,34.59716,33.17535,37.91469,36.96682,36.01896,27.61905,28.57143,34.76191,29.52381,35.37736,27.35849,28.30189
Mexico,MEX,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.3738571,0.3454628,0.3135704,0.2861308,0.2832122,0.2793393,0.2706144,0.2459985,0.2391296,0.241629,0.2418599,0.2393309,0.2385224,0.2196655,0.2257874,0.1922474,0.1981644,0.2049565,0.2062744,0.20703,0.2094824,0.2158216
"Micronesia, Fed. Sts.",FSM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,..,..,0.6265006,1.003251,1.132724,1.130558,1.149342,1.167337,1.287989,1.209317,1.101389,1.15087,1.102859,0.9845507,1.035154,1.057582,1.178782,1.168875,1.108845,1.075389
"Micronesia, Fed. Sts.",FSM,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,..,..,..,..,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4
"Micronesia, Fed. Sts.",FSM,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,..,..,..,..,67.33669,81.06796,87.86407,90.33817,92.27053,92.30769,93.83886,90.99526,87.67773,89.57346,88.6256,81.42857,86.66666,89.52381,91.42857,91.98113,90.09434,88.20755
"Micronesia, Fed. Sts.",FSM,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,..,..,..,..,36.1809,62.13592,65.04855,63.76812,68.59904,69.23077,72.03792,68.72038,64.45498,69.19431,65.40285,65.71429,65.2381,66.66666,70.95238,71.22642,69.33962,67.92453
"Micronesia, Fed. Sts.",FSM,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,..,..,..,..,98.99497,99.51456,100,100,100,100,100,100,99.52607,99.52607,99.52607,97.14286,98.09524,98.57143,99.04762,99.0566,97.64151,98.1132
"Micronesia, Fed. Sts.",FSM,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,..,..,..,..,0.5575971,0.3313479,0.3338709,0.3326429,0.3081072,0.3107432,0.3246365,0.3200873,0.3066951,0.2827465,0.2972529,0.2380577,0.252858,0.256322,0.2673494,0.2548545,0.254323,0.2598983
Moldova,MDA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.0104376,0.3890102,-0.4319803,-0.1624623,-0.131737,-0.2209964,-0.4048731,-0.371416,-0.0152083,-0.2709488,-0.5855811,-0.3813407,-0.0492937,0.0464905,0.0008086,-0.1589878,-0.3274402,-0.3035599,-0.3189894,-0.4044816,-0.3932399,-0.4173256
Moldova,MDA,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,3,4,4,4,4,4,5,6,6,6,5,6,6,7,7,7,7,8,8,8,7,6
Moldova,MDA,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,47.87234,61.17021,31.74603,41.79894,39.69849,37.86408,34.46602,31.88406,42.51208,35.57692,26.06635,33.17535,45.49763,46.91943,45.97157,39.04762,34.76191,34.76191,33.33333,31.13208,31.13208,32.54717
Moldova,MDA,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,23.40425,36.70213,17.46032,25.92593,27.63819,22.3301,20.38835,22.22222,29.4686,23.07692,15.16588,21.32701,30.80569,36.96682,35.07109,29.04762,22.38095,23.33333,22.85714,19.33962,19.33962,18.39623
Moldova,MDA,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,68.61702,80.31915,51.32275,58.20106,59.29648,54.85437,48.54369,48.30918,59.42029,49.03846,40.28436,47.8673,59.24171,59.71564,60.18958,52.38095,45.23809,48.09524,47.14286,44.33962,45.75472,45.28302
Moldova,MDA,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.4095134,0.3454628,0.342809,0.3161064,0.3020468,0.3165675,0.3069632,0.2741809,0.2626058,0.2640872,0.2727733,0.2604739,0.2549193,0.2298621,0.2363927,0.2007135,0.2076401,0.2077957,0.21595,0.215237,0.2330146,0.2382714
Monaco,MCO,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,..,..,1.166212,1.110188,1.028071,1.00549,1.035065,1.02681,0.9711909,0.9641737,1.042409,1.048162,1.056244,1.023348,0.9918019,1.014577,1.630338,1.608017,1.57937,0.87713
Monaco,MCO,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,..,..,..,..,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
Monaco,MCO,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,..,..,..,..,91.9598,86.40777,82.03883,81.15942,84.05797,84.13461,84.36019,82.46445,82.46445,85.78199,86.25592,84.7619,83.80952,86.66666,99.52381,99.52831,98.1132,76.8868
Monaco,MCO,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,..,..,..,..,52.76382,55.82524,55.33981,53.14009,52.65701,52.88462,40.75829,51.65877,58.76777,57.34597,60.18958,59.04762,57.61905,59.04762,85.2381,80.66038,79.71698,55.18868
Monaco,MCO,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,..,..,..,..,100,100,100,100,100,100,100,100,99.52607,99.52607,99.52607,99.52381,99.52381,99.52381,100,100,100,98.1132
Monaco,MCO,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,..,..,..,..,0.5575971,0.4697791,0.4538188,0.4740535,0.4634175,0.4691075,0.6677065,0.4849204,0.4200652,0.4447179,0.4145102,0.3821031,0.401143,0.3929124,0.380785,0.411207,0.3920874,0.3751135
Mongolia,MNG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.7472899,0.3529256,0.8235213,1.171598,0.9637573,0.7736713,0.8782879,0.646918,0.6684207,0.5408983,0.6112568,0.5970423,0.6065389,0.4711348,0.4913208,0.7919012,0.7163844,0.7977929,0.7889858,0.8336846,0.6343787,0.793758
Mongolia,MNG,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,3,3,3,3,3,4,5,5,5,5,7,7,7,8,8,8,9,9,9,9,8,7
Mongolia,MNG,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,71.80851,60.10638,75.66138,88.35979,80.90453,73.78641,75.24272,65.70049,69.56522,64.42308,67.77251,66.35071,65.87678,62.08531,63.50711,73.33334,69.04762,73.33334,73.33334,73.1132,67.92453,72.64151
Mongolia,MNG,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,49.46809,34.57447,52.91005,65.60847,59.29648,53.8835,57.28156,49.27536,50.24155,47.11538,51.18483,52.1327,54.50237,49.76303,50.7109,60.47619,59.04762,61.90476,62.38095,62.26415,56.60378,58.49057
Mongolia,MNG,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,97.34042,81.38298,95.2381,100,98.49246,94.66019,95.63107,90.82126,91.30434,81.25,85.30806,83.88625,81.99052,72.98578,73.45972,89.04762,87.14286,90.95238,89.52381,91.98113,82.54717,92.45283
Mongolia,MNG,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.4219024,0.381321,0.397162,0.3945794,0.3311687,0.3166145,0.3011172,0.3094999,0.28456,0.283478,0.246402,0.2435471,0.2442496,0.2219843,0.2280198,0.1963862,0.1981644,0.2049565,0.2117226,0.2110903,0.2271502,0.2323598
Montenegro,MNE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,..,..,..,..,..,..,..,0.0425529,0.1075556,0.7651006,0.8162645,0.584211,0.5653415,0.596563,0.5045955,0.2194553,0.1407977,0.2766306,-0.0577443,0.0442785,0.0676736,-0.0026279
Montenegro,MNE,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,..,..,..,..,..,..,..,1,3,4,4,5,5,5,5,5,5,5,5,5,4,4
Montenegro,MNE,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,..,..,..,..,..,..,..,46.85991,47.34299,72.11539,74.40759,65.40285,63.98104,64.92891,64.45498,54.76191,52.38095,55.71429,42.85714,48.58491,50.4717,47.16981
Montenegro,MNE,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,..,..,..,..,..,..,..,17.3913,25.60386,54.80769,53.5545,50.7109,50.23697,52.60664,48.81517,40.95238,38.57143,43.33333,30,34.90566,32.54717,32.07547
Montenegro,MNE,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,..,..,..,..,..,..,..,86.95652,76.81159,94.71154,94.78673,85.30806,81.99052,82.93839,75.35545,64.28571,60.95238,66.66666,58.57143,60.84906,60.84906,58.49057
Montenegro,MNE,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,..,..,..,..,..,..,..,0.6434327,0.4391251,0.2996329,0.31219,0.2737861,0.2671853,0.2463982,0.2524667,0.2123994,0.2215961,0.2259923,0.2357532,0.2338228,0.254132,0.2539915
Morocco,MAR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.2073991,0.3085897,-0.0655948,-0.2641963,-0.4053404,-0.312351,-0.5559525,-0.4611753,-0.5000547,-0.5706448,-0.3977285,-0.3830133,-0.3922568,-0.4704588,-0.4930176,-0.4462656,-0.3414874,-0.3125735,-0.3739875,-0.3452106,-0.3398933,-0.326688
Morocco,MAR,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,4,4,4,5,5,6,6,7,7,7,7,7,7,8,8,8,8,8,8,8,7,6
Morocco,MAR,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,39.89362,57.44681,41.79894,37.03704,32.1608,35.43689,29.12621,30.91788,27.53623,25.96154,31.27962,32.70142,33.64929,32.70142,28.90995,29.52381,33.80952,34.28571,31.42857,34.90566,33.01887,35.37736
Morocco,MAR,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,21.2766,34.57447,26.45503,23.80952,21.60804,21.84466,16.99029,19.80676,18.35749,15.86539,19.90521,22.27488,20.37915,20.37915,19.43128,20.95238,21.90476,22.85714,20.47619,21.22642,20.75472,21.69811
Morocco,MAR,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,60.10638,76.06383,68.25397,51.85185,46.23116,50.97087,42.23301,42.99517,39.61353,38.46154,44.54976,46.4455,47.8673,40.75829,41.70616,40.95238,45.23809,47.61905,45.71429,46.22641,48.58491,48.58491
Morocco,MAR,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.3738571,0.3454628,0.342809,0.3010781,0.2924749,0.2872855,0.2786692,0.2531189,0.2441811,0.2464031,0.246402,0.2435471,0.2455393,0.2219843,0.2280198,0.1963862,0.2029834,0.2077957,0.21595,0.215237,0.2330146,0.2382714
Mozambique,MOZ,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.0496134,0.112964,-0.1250454,0.1864059,0.2462012,0.0023717,0.1245581,0.5195007,0.3576092,0.3815113,0.6261856,0.3944219,0.3320483,0.3904937,-0.2269665,-0.3360027,-0.5138951,-1.094005,-0.9286562,-0.8245641,-0.749242,-1.16108
Mozambique,MOZ,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,4,4,4,4,5,6,6,7,7,7,7,7,7,7,7,7,7,7,8,8,7,6
Mozambique,MOZ,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,46.2766,51.06383,40.74074,51.32275,52.26131,44.66019,50.48544,61.83575,55.55556,57.21154,68.72038,58.29384,58.29384,59.24171,38.38863,32.38095,27.61905,12.85714,15.2381,18.39623,20.28302,12.73585
Mozambique,MOZ,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,23.40425,30.31915,25.39683,31.74603,37.68844,29.61165,36.40777,48.79227,41.54589,43.75,52.1327,45.0237,43.60189,45.49763,25.59242,23.33333,19.52381,8.571428,9.523809,12.26415,12.26415,8.490566
Mozambique,MOZ,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,65.42553,69.14893,64.55026,70.37037,70.35176,62.13592,65.04855,78.26087,72.46377,72.59615,85.30806,72.98578,69.19431,70.14218,52.1327,45.23809,40.47619,20.47619,25.71428,28.77358,31.13208,18.86792
Mozambique,MOZ,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.3738571,0.3454628,0.342809,0.3161064,0.2924749,0.2872855,0.2786692,0.2531189,0.2441811,0.2464031,0.246402,0.2435471,0.2442496,0.2268074,0.2315082,0.2001131,0.2068148,0.2126011,0.2150799,0.2156807,0.2182957,0.2248572
Myanmar,MMR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.256739,-1.48256,-1.674297,-1.414159,-1.154664,-0.9862756,-0.9032658,-0.8525208,-1.064485,-1.092701,-1.294215,-1.285928,-1.111098,-0.943675,-1.140372,-1.087581,-1.165067,-0.8046199,-1.084839,-1.268853,-1.328067,-1.513142
Myanmar,MMR,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,4,4,4,4,4,5,5,5,5,5,5,5,5,6,8,8,8,7,7,7,7,6
Myanmar,MMR,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,10.10638,10.10638,6.878307,12.69841,16.0804,18.93204,20.87379,21.25604,16.42512,15.38461,11.84834,10.90047,14.69194,18.48341,14.21801,11.42857,10.47619,18.09524,13.33333,11.32076,10.84906,9.905661
Myanmar,MMR,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,3.723404,3.723404,1.058201,2.645503,5.527638,7.76699,10.67961,12.56039,9.178744,9.134615,5.21327,4.265403,5.687204,9.00474,7.582938,8.095238,8.095238,10.95238,8.571428,7.075472,5.188679,4.245283
Myanmar,MMR,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,23.93617,18.08511,15.34391,20.10582,26.63317,29.12621,33.98058,31.40097,25.12077,24.03846,19.90521,20.85308,25.59242,27.48815,21.32701,20.95238,20,28.09524,20.47619,15.09434,15.09434,12.73585
Myanmar,MMR,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.3738571,0.3454628,0.342809,0.3161064,0.3020468,0.2934836,0.2874605,0.2798058,0.2675352,0.2715997,0.2727733,0.2675762,0.2607176,0.2330371,0.2280198,0.1963862,0.2029834,0.2111211,0.2190568,0.2189073,0.2330146,0.2382714
Namibia,NAM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.8547758,0.5056883,-0.2542268,0.1452993,0.4777207,0.6644658,0.6252772,0.7829867,1.018452,1.200234,0.928174,0.84694,0.9116575,0.9781043,0.95881,0.6087406,0.7331128,0.7100897,0.6283516,0.6915024,0.5296495,0.6464528
Namibia,NAM,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,4,4,4,5,5,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,6,5
Namibia,NAM,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,74.46809,64.3617,35.97884,49.73545,60.80402,69.41747,66.01942,71.49758,83.57488,93.75,80.56872,75.82938,73.45972,81.04266,78.67299,66.66666,69.52381,70.95238,67.61905,67.92453,62.73585,67.92453
Namibia,NAM,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,54.78724,42.55319,20.10582,31.74603,41.20603,52.91262,51.45631,54.10628,66.66666,72.11539,63.50711,60.66351,63.50711,64.92891,64.92891,57.61905,59.04762,58.57143,55.23809,56.60378,53.30189,55.18868
